DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open	 1 = closed,A,Annual,2017,,0.032,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,DISTRIB,Distribution,RESTR,0 = open	 1 = closed,A,Annual,2017,,0.018,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,NEET,"Youth not in employment, education or training (NEET)",15_29,15-29 year-olds,PC_AGE,% in same age group,A,Annual,2017,,13.921932,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,100HAB,Per 100 inhabitants,A,Annual,2017,,12.125,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,PSE,Producer support (PSE),MLN_EUR,Million Euros,A,Annual,2017,,185233.63202,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PUB,Public,PC_EDUEXP,% of education spending,A,Annual,2017,,67.4298,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,RECULTREL,"Recreation, culture and religion",PC,Percentage,A,Annual,2017,,0.94,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,GSSE,General services support (GSSE),PC_AGRSUPP,% of total agricultural support,A,Annual,2017,,14.856295243,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NATINSURANCESH,National insurance market share,TOT,Total,OECDIDX,OECD=100,A,Annual,2017,,100,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2017,,18079.48,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGCOST,Government production costs,GSUSE,Goods and services used,PC_GDP,% of GDP,A,Annual,2017,,8.69,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,BEEF,Beef and veal,KG_CAP,Kilograms/capita,A,Annual,2017,,14.259,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2017,,25367133.453001,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),A,Annual,2017,,6.817906,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,VOC,Volatile organic compounds (VOC),THND_TONNE,Thousand tonnes,A,Annual,2017,,26593.5,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,TONNE_HA,Tonnes/hectare,A,Annual,2017,,3.968,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,15_24,15-24 year-olds,PC_AGE,% in same age group,A,Annual,2017,,46.5019991260294,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,33.339,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,RENEWABLE,Renewable energy,EXCLUSOLIDBIO,Total excluding solid biofuels,PC_PRYENRGSUPPLY,% of primary energy supply,A,Annual,2017,,6.62,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,SRY,Secondary,PC_TEACHER,% of teachers,A,Annual,2017,,65.319,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,EARLYCHILDEDU,Early childhood education,PC_TEACHER,% of teachers,A,Annual,2017,,100.359,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WATERABST,Water withdrawals,TOT,Total,GROSSABSTRACTIONPCTOTALRR,Gross abstractions as percentage of total renewable resources,A,Annual,2017,,7.45,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,TRY_MEN,"Tertiary, men",PC,Percentage,A,Annual,2017,,29.404,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOOD,Trade in goods,EXP,Exports,PC_CHGPP,"Percentage change, previous period",A,Annual,2017,,9.881797,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,UPPSRY_MEN,"Upper secondary, men",PC,Percentage,A,Annual,2017,,74.676,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,UPPSRY,Upper secondary,PC,Percentage,A,Annual,2017,,77.791,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2017,,33,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2017,,23,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TAXENV,Environmental tax,ENRG,Energy,PC_TOT_TAX,% of taxation,A,Annual,2017,,3.62,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POLLUTIONEXP,Air pollution exposure,EXPOS2PM25,Exposure to PM2.5,PC_POP,% of population,A,Annual,2017,,62.204,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MININCBEN,Adequacy of minimum income benefits,SNGL2CHLD,"Single, 2 children",PC_MDI,% of median disposable income,A,Annual,2017,,39,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MININCBEN,Adequacy of minimum income benefits,COUPL2CHLD,"Couple, 2 children",PC_MDI,% of median disposable income,A,Annual,2017,,38,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWKHR,Financial disincentive to increase working hours,AVEWAGE,Earning average wage,PC_EARN,% of earnings,A,Annual,2017,,37,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MATPROD,Material productivity,TOTMAT,Total materials,USD_KG,US dollars/kilogram,A,Annual,2017,,2.3657,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,HOUSECOST,Housing prices,REAL,Real house prices,IDX2015,2015=100,A,Annual,2017,,107.666664637665,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,BENUNEMPPC,"Benefits in unemployment, share of previous income",1YEAR,After 1 year,PC_PWI,% of previous in-work income,A,Annual,2017,,44,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,M1,Narrow money (M1),TOT,Total,IDX2015,2015=100,A,Annual,2017,,120.0548,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WAGELEVEL,Wage levels,HPAY,High pay,PC,Percentage,A,Annual,2017,,22.0121851044945,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,M3,Broad money (M3),TOT,Total,IDX2015,2015=100,A,Annual,2017,,113.5697,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPUBEXP,Public spending on education,PRY_NTRY,Primary to post-secondary non-tertiary,PC_GDP,% of GDP,A,Annual,2017,,3.082839,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPRIVEXP,Private spending on education,TRY,Tertiary,PC_GDP,% of GDP,A,Annual,2017,,0.485567,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,HH,Household,PC_EDUEXP,% of education spending,A,Annual,2017,,22.10742,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2017,,10.490676,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ULC,Unit labour costs,EMP,By persons employed,PC_CHGPP,"Percentage change, previous period",A,Annual,2017,,1.306061,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,25_54,25-54 year-olds,PC_DEPEMP,% of dependent employment,A,Annual,2017,,10.33,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2017,,18913.71,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,SOCPROT,Social protection,PC,Percentage,A,Annual,2017,,26.23,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHINGHR,Teaching hours,LOWSRY,Lower secondary,HR_YEAR,Hours per year,A,Annual,2017,,825.97654,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,TELECOMMS,Telecommunications,RESTR,0 = open	 1 = closed,A,Annual,2017,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PRYENRGSUPPLY,Primary energy supply,TOT,Total,MLN_TOE,Million toe,A,Annual,2017,,5362.305,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,TOT,Total,NBR,Number,A,Annual,2017,,406784297,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EMPEDU,Employment by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2017,,84.675427,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EMPEDU,Employment by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2017,,57.920812,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDPLTFORECAST,Real GDP long-term forecast,TOT,Total,MLN_USD,Million US dollars,A,Annual,2017,,56506441.7095204,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,BEEF,Beef and veal,THND_TONNE,Thousand tonnes,A,Annual,2017,,28011.086,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,NEET,"Youth not in employment, education or training (NEET)",15_19,15-19 year-olds,PC_AGE,% in same age group,A,Annual,2017,,6.7217751,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUTRY,Population with tertiary education,25_34,25-34 year-olds,PC_AGE,% in same age group,A,Annual,2017,,43.221697,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,PSE,Producer support (PSE),MLN_USD,Million US dollars,A,Annual,2017,,208806.37365,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPAYROLL,Tax on payroll,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,0.441,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PATENT,Triadic patent families,TOT,Total,NBR,Number,A,Annual,2017,,50548.4044,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGCOST,Government production costs,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,20.51,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXINCOME,Tax on personal income,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2017,,22.953,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELDLYPOP,Elderly population,TOT,Total,PC_POP,% of population,A,Annual,2017,,16.5773956738491,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGREV,General government revenue,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2017,,17045.5,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRPNPC,Producer protection,TOT,Total,RT,Ratio,A,Annual,2017,,1.0825769885,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2017,,1188596.1337445,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WASTEMUN,Municipal waste,TOT,Total,THND_TONNE,Thousand tonnes,A,Annual,2017,,700348.31,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,RICE,Rice,TONNE_HA,Tonnes/hectare,A,Annual,2017,,4.932,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,25_64,25-64 years olds,PC_AGE,% in same age group,A,Annual,2017,,80.1116948807863,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,79.8,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHERSALARY,Teachers' salaries,LOWSRY_15YREXP,"Lower secondary,15 years' experience",IDX2010,2010=100,A,Annual,2017,,102.77848,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,SRY_50_OVER,"Secondary, 50 years and over",PC,Percentage,A,Annual,2017,,38.559,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,PRY_LT30,"Primary, under 30 years",PC,Percentage,A,Annual,2017,,12.652,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,PRY_50_OVER,"Primary, 50 years and over",PC,Percentage,A,Annual,2017,,32.944,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_19,19 year-olds,PC_AGE,% in same age group,A,Annual,2017,,62.481,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_18,18 year-olds,PC_AGE,% in same age group,A,Annual,2017,,77.181,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_17,17 year-olds,PC_AGE,% in same age group,A,Annual,2017,,90.732,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATEFIELD,Tertiary graduates by field,SOC_SCI,Social sciences,PC,Percentage,A,Annual,2017,,9.559,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATEFIELD,Tertiary graduates by field,ENGINEERING,Engineering,PC,Percentage,A,Annual,2017,,14.221,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,MSTR_WOMEN,"Master's or equivalent level, women",PC,Percentage,A,Annual,2017,,15.971,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,BACHR_MEN,"Bachelor's or equivalent level, men",PC,Percentage,A,Annual,2017,,24.258,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,TRY,Tertiary,PC,Percentage,A,Annual,2017,,36.335,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,P_SRY_NTRY,Post-secondary non-tertiary,PC,Percentage,A,Annual,2017,,4.442,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWORK,Financial disincentive to return to work,AVEWAGE,Earning average wage,PC_EARN,% of earnings,A,Annual,2017,,69.5,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,STUDPERTEACHER,Students per teaching staff,PRY,Primary,RT,Ratio,A,Annual,2017,,15.237,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2017,,19.283,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PPI,Producer price indices (PPI),DOMESTIC,"Manufacturing, domestic market",IDX2015,2015=100,A,Annual,2017,,102.9589,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,A,Annual,2017,,103.5281,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,SOYBEAN,Soybean,TONNE_HA,Tonnes/hectare,A,Annual,2017,,3.233,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,IMP,Imports,PC_GDP,% of GDP,A,Annual,2017,,29.0071922577468,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,MLN_USD,Million US dollars,A,Annual,2017,,414.093,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_64,15-64 year-olds,PC_AGE,% in same age group,A,Annual,2017,,72.0620829435211,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADESERV,Trade in services,NTRADE,Net trade,MLN_USD,Million US dollars,A,Annual,2017,,539175.3,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2017,,4.2980946,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POP,Population,TOT,Total,MLN_PER,Million persons,A,Annual,2017,,1346.87602009332,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,65MORE,65 year-olds or more,PC_DEPEMP,% of dependent employment,A,Annual,2017,,16.28,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),A,Annual,2017,,1.891526,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGCOST,Government production costs,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,22.11,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,RECULTREL,"Recreation, culture and religion",PC,Percentage,A,Annual,2017,,2.01,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,GRALPUBSER,General public services,PC,Percentage,A,Annual,2017,,27.59,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,TRY,Tertiary,PC_TEACHER,% of teachers,A,Annual,2017,,45.042,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,PRY,Primary,PC_TEACHER,% of teachers,A,Annual,2017,,84.507,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_24,15-24 year-olds,PC_AGE,% in same age group,A,Annual,2017,,47.4993018104745,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,1.959,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,ELECTRICITY,Electricity,RESTR,0 = open	 1 = closed,A,Annual,2017,,0.114,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open	 1 = closed,A,Annual,2017,,0.061,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PRYENRGSUPPLY,Primary energy supply,TOT,Total,TOE_1000USD,Toe/1 000 US dollars,A,Annual,2017,,0.095,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,OTH,Other,NBR,Number,A,Annual,2017,,6125594,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXP,Education spending,PRY_NTRY,Primary to post-secondary non-tertiary,USD_STUDENT,US dollars/student,A,Annual,2017,,9732.16,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDPCAPCONTR,Labour productivity and utilisation,LPRDTY,Labour productivity,AGRWTH,Annual growth rate (%),A,Annual,2017,,1.547379,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,THND_HA,Thousand hectares,A,Annual,2017,,70172.849,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PRIV,Private,PC_EDUEXP,% of education spending,A,Annual,2017,,29.6337,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,INTERNET,Internet access,TOT,Total,PC_HH,% of all households,A,Annual,2017,,84.1713073497222,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,GRALPUBSER,General public services,PC,Percentage,A,Annual,2017,,22.36,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,SOCPROT,Social protection,PC,Percentage,A,Annual,2017,,29.06,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPROPERTY,Tax on property,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,1.869,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXINCOME,Tax on personal income,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,7.883,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELECTRICITY,Electricity generation,TOT,Total,GWH,Gigawatt-hours,A,Annual,2017,,10667244.042,,A,,,,,,,	
